0.00;63707;5183
0.00;64102;5192
0.00;63980;5198
0.00;63777;5206
0.00;63529;5278
0.00;61553;5284
0.00;61382;5290
0.00;61514;5300
0.00;61744;5363
0.00;61835;5371
0.00;61733;5382
0.00;61706;5451
0.00;61377;5457
0.00;61208;5464
0.00;60859;5476
0.00;59634;5542
0.00;59453;5548
0.00;59178;5558
0.00;58773;5626
0.00;54031;5632
0.00;53335;5640
0.00;52554;5652
0.00;51621;5728
0.00;48249;5734
0.00;48114;5739
0.00;48106;5806
0.00;52152;5812
0.00;53568;5818
0.00;54604;5828
0.00;55278;5899
0.00;58667;5908
0.00;59590;5914
0.00;60620;5976
0.00;63898;5982
0.00;64027;5993
0.00;64286;6064
0.00;66016;6070
0.00;66251;6076
0.00;66473;6087
0.00;67372;6153
0.00;67754;6159
0.00;68297;6169
0.00;68710;6253
0.00;69896;6259
0.00;70219;6265
0.00;70458;6347
0.00;70574;6353
0.00;70501;6359
0.00;70819;6448
0.00;76560;6454
0.00;78039;6462
0.00;80015;6539
0.00;85615;6546
0.00;85190;6556
0.00;84481;6568
0.00;79653;6638
0.00;78555;6650
0.00;77538;6662
0.00;76675;6705
0.00;75632;6711
0.00;75564;6724
0.00;75697;6762
0.00;76687;6768
0.00;77011;6779
0.00;77257;6820
0.00;78081;6826
0.00;78450;6838
0.00;78889;6879
0.00;80640;6885
0.00;81478;6896
0.00;82003;6938
0.00;85076;6944
0.00;86083;6955
0.00;86871;6967
0.00;88287;7002
0.00;89659;7014
0.00;90100;7026
0.00;90470;7066
0.00;90599;7072
0.00;90575;7078
0.00;90721;7114
0.00;90287;7120
0.00;89905;7131
0.00;89754;7172
0.00;89369;7179
0.00;89248;7190
0.00;89333;7232
0.00;90703;7239
0.00;91507;7248
0.00;92510;7260
0.00;96005;7301
0.00;97754;7307
0.00;99673;7319
0.00;101824;7361
0.00;108346;7367
0.00;109768;7378
0.00;110287;7419
0.00;107850;7425
0.00;105644;7436
0.00;103394;7477
0.00;100623;7483
0.00;99563;7489
0.00;98650;7525
0.00;94979;7531
0.00;93212;7542
0.00;91830;7554
0.00;86614;7591
0.00;84767;7601
0.00;82877;7612
0.00;81422;7656
0.00;76191;7663
0.00;74398;7671
0.00;72861;7686
0.00;71278;7694
0.00;69533;7706
0.00;67960;7728
0.00;66580;7734
0.00;65442;7741
0.00;64687;7777
0.00;64464;7783
0.00;65064;7791
0.00;66026;7800
0.00;67049;7812
0.00;67711;7824
0.00;68480;7835
0.00;69221;7847
0.00;69660;7859
0.00;69932;7870
0.00;70130;7882
0.00;70369;7894
0.00;70392;7906
0.00;70361;7917
0.00;70161;7929
0.00;69909;7941
0.00;69345;7953
0.00;68759;7964
0.00;68168;7976
0.00;67380;7988
0.00;66541;8000
0.00;65661;8011
0.00;64605;8023
0.00;63548;8035
0.00;62754;8046
0.00;62269;8058
0.00;61530;8070
0.00;60962;8082
0.00;60995;8093
0.00;61275;8105
0.00;61588;8117
0.00;62176;8129
0.00;62988;8144
0.00;63764;8152
0.00;64483;8164
0.00;64934;8176
0.00;65354;8187
0.00;65807;8199
0.00;66170;8211
0.00;66200;8222
0.00;66110;8234
0.00;66145;8246
0.00;66003;8258
0.00;65754;8269
0.00;65618;8281
0.00;65557;8293
0.00;65657;8305
0.00;65680;8316
0.00;65556;8328
0.00;65289;8340
0.00;64768;8352
0.00;64497;8363
0.00;64585;8375
0.00;64644;8387
0.00;64615;8399
0.00;64356;8410
0.00;64214;8422
0.00;64178;8434
0.00;63988;8445
0.00;63719;8457
0.00;63562;8469
0.00;63497;8481
0.00;63494;8496
0.00;63590;8504
0.00;63734;8516
0.00;64130;8528
0.00;64267;8539
0.00;64567;8551
0.00;64922;8563
0.00;65207;8575
0.00;65651;8586
0.00;65952;8598
0.00;66127;8610
0.00;66137;8621
0.00;66173;8633
0.00;66595;8645
0.00;67083;8657
0.00;67393;8668
0.00;67584;8680
0.00;67855;8692
0.00;68230;8704
0.00;68751;8715
0.00;68935;8727
0.00;69088;8739
0.00;69195;8751
0.00;69415;8762
0.00;69729;8774
0.00;69995;8786
0.00;70176;8800
0.00;70015;8809
0.00;70115;8821
0.00;70176;8833
0.00;69933;8848
0.00;69713;8856
0.00;69503;8868
0.00;69443;8880
0.00;69295;8891
0.00;69301;8903
0.00;69153;8915
0.00;68842;8927
0.00;68537;8938
0.00;68386;8950
0.00;68180;8962
0.00;67933;8974
0.00;68074;8985
0.00;68241;8997
0.00;68339;9009
0.00;68262;9020
0.00;67998;9032
0.00;67847;9044
0.00;67933;9056
0.00;68018;9067
0.00;68267;9079
0.00;68368;9091
0.00;68330;9103
0.00;68073;9114
0.00;67807;9126
0.00;67807;9138
0.00;67918;9150
0.00;67951;9161
0.00;68059;9173
0.00;68071;9185
0.00;67978;9200
0.00;67668;9208
0.00;67447;9220
0.00;67403;9232
0.00;67649;9243
0.00;67894;9255
0.00;68012;9267
0.00;68143;9279
0.00;68037;9290
0.00;67771;9302
0.00;67644;9314
0.00;67877;9326
0.00;67946;9337
0.00;68049;9349
0.00;67984;9361
0.00;67971;9373
0.00;67951;9384
0.00;67957;9396
0.00;68027;9408
0.00;68027;9419
0.00;67989;9431
0.00;67953;9443
0.00;67915;9455
0.00;67907;9466
0.00;67784;9478
0.00;67788;9490
0.00;67894;9502
0.00;67983;9513
0.00;67777;9525
0.00;67826;9537
0.00;67882;9552
0.00;67878;9560
0.00;67737;9572
0.00;67680;9584
0.00;67712;9595
0.00;67772;9607
0.00;67804;9619
0.00;68029;9631
0.00;68092;9642
0.00;68111;9654
0.00;68173;9666
0.00;68237;9678
0.00;68305;9689
0.00;68346;9701
0.00;68211;9713
0.00;68326;9725
0.00;68597;9736
0.00;68635;9748
0.00;68691;9760
0.00;68604;9771
0.00;68788;9783
0.00;68785;9795
0.00;68716;9807
0.00;68718;9818
0.00;68659;9830
0.00;68601;9842
0.00;68765;9854
0.00;68866;9865
0.00;68916;9877
0.00;69051;9889
0.00;69199;9901
0.00;69355;9967
0.00;69472;9977
0.00;69611;10051
0.00;70179;10058
0.00;70182;10065
0.00;70222;10077
0.00;70894;10138
0.00;70903;10147
0.00;70723;10159
0.00;70935;10221
0.00;71818;10227
0.00;71981;10233
0.00;71803;10287
0.00;71948;10293
0.00;72128;10300
0.00;71902;10364
0.00;71914;10370
0.00;72013;10382
0.00;71727;10444
0.00;68580;10450
0.00;67469;10456
0.00;66361;10464
0.00;57271;10523
0.00;56045;10534
0.00;55076;10546
0.00;54144;10613
0.00;51726;10619
0.00;51773;10628
0.00;52110;10700
0.00;47719;10706
0.00;46226;10713
0.00;44685;10773
0.00;40989;10779
0.00;40787;10786
0.00;40415;10850
0.00;40336;10856
0.00;40867;10863
0.00;41462;10875
0.00;44639;10934
0.00;44717;10945
0.00;44719;10957
0.00;44772;11032
0.00;45807;11038
0.00;46056;11044
0.00;46448;11112
0.00;47242;11119
0.00;47851;11125
0.00;48032;11205
0.00;49782;11212
0.00;49934;11218
0.00;50024;11281
0.00;50756;11287
0.00;51643;11297
0.00;52741;11309
0.00;56560;11372
0.00;56845;11379
0.00;57156;11391
0.00;58612;11432
0.00;59152;11439
0.00;59751;11450
0.00;60315;11491
0.00;60316;11498
0.00;60001;11508
0.00;59942;11549
0.00;59372;11555
0.00;59402;11567
0.00;59164;11608
0.00;57440;11614
0.00;56966;11626
0.00;56605;11667
0.00;55743;11673
0.00;55394;11684
0.00;54837;11696
0.00;53562;11731
0.00;53115;11737
0.00;52962;11743
0.00;52739;11783
0.00;52904;11790
0.00;53201;11796
0.00;53398;11831
0.00;52901;11837
0.00;52824;11849
0.00;52894;11889
0.00;53837;11896
0.00;54258;11907
0.00;54503;11953
0.00;54379;11959
0.00;54462;11966
0.00;54709;11978
0.00;55291;12014
0.00;55364;12025
0.00;55321;12036
0.00;55068;12078
0.00;54896;12084
0.00;54560;12095
0.00;54411;12136
0.00;53658;12142
0.00;53196;12154
0.00;52871;12194
0.00;52595;12200
0.00;52482;12206
0.00;52165;12242
0.00;50628;12248
0.00;50368;12259
0.00;50286;12271
0.00;50047;12309
0.00;49998;12318
0.00;49627;12330
0.00;49188;12374
0.00;49646;12380
0.00;50049;12388
0.00;50652;12405
0.00;51282;12412
0.00;51735;12424
0.00;52057;12445
0.00;52307;12452
0.00;52444;12459
0.00;52673;12495
0.00;52966;12501
0.00;52778;12507
0.00;52699;12517
0.00;52860;12529
0.00;52926;12541
0.00;52683;12553
0.00;52233;12564
0.00;51872;12576
0.00;51383;12588
0.00;51123;12600
0.00;51319;12611
0.00;51063;12623
0.00;50739;12635
0.00;50801;12647
0.00;50975;12658
0.00;50873;12670
0.00;50871;12682
0.00;50925;12693
0.00;51159;12705
0.00;51230;12717
0.00;51244;12729
0.00;51584;12740
0.00;51568;12752
0.00;51295;12764
0.00;51134;12779
0.00;50930;12787
0.00;50532;12799
0.00;49896;12811
0.00;49507;12823
0.00;49005;12834
0.00;48572;12849
0.00;47967;12858
0.00;47361;12869
0.00;46754;12881
0.00;45952;12893
0.00;45216;12905
0.00;44447;12916
0.00;43373;12928
0.00;42396;12940
0.00;41457;12952
0.00;40715;12963
0.00;40343;12975
0.00;40353;12987
0.00;40624;12999
0.00;40966;13010
0.00;41032;13022
0.00;41076;13034
0.00;41058;13045
0.00;40869;13057
0.00;40890;13069
0.00;40992;13081
0.00;41270;13092
0.00;41384;13108
0.00;41342;13116
0.00;41350;13128
0.00;41154;13139
0.00;40677;13151
