Encoder	Load cell	Time
0	19614	59814
0	19885	59826
0	19816	59838
0	19598	59849
0	19393	59861
0	19283	59873
0	19490	59885
0	19950	59897
0	20230	59908
0	20293	59920
0	20098	59932
0	20202	59944
0	20241	59955
0	20521	59967
0	20739	59979
0	20806	59991
0	20770	60002
0	20698	60014
0	20430	60026
0	20386	60040
0	20398	60050
0	20518	60061
0	20489	60075
0	20067	60085
0	19703	60096
0	19447	60108
0	19124	60120
0	19181	60132
0	19380	60143
0	19546	60155
0	19395	60167
0	19351	60179
0	19112	60191
0	19280	60202
0	19204	60214
0	18864	60226
0	18720	60238
0	18536	60249
0	18336	60261
0	18525	60273
0	18789	60285
0	19272	60296
0	19274	60308
0	19315	60320
0	19116	60332
0	18837	60343
0	18478	60355
0	18276	60367
0	18044	60379
0	17655	60391
0	17196	60402
0	17046	60414
0	17106	60426
0	16910	60440
0	16846	60450
0	16857	60461
0	16983	60473
0	17170	60485
0	17122	60496
0	17019	60508
0	16986	60520
0	16898	60532
0	16582	60543
0	16354	60555
0	16024	60567
0	15770	60579
0	15717	60591
0	15688	60602
0	15617	60614
0	15771	60626
0	15843	60638
0	15944	60649
0	15611	60661
0	15494	60673
0	15462	60685
0	15358	60696
0	15354	60708
0	15387	60720
0	15255	60732
0	15117	60743
0	14929	60755
0	14873	60767
0	14946	60779
0	15008	60791
0	15091	60805
0	15111	60815
0	15193	60826
0	15291	60841
0	15178	60851
0	15378	60861
0	15439	60873
0	15518	60885
0	15345	60896
0	15419	60908
0	15545	60920
0	15598	60932
0	15717	60943
0	15676	60955
0	15215	60967
0	15132	60979
0	15414	60990
0	15371	61002
0	15150	61014
0	15015	61026
0	14890	61037
0	14723	61049
0	14992	61061
0	15141	61073
0	15068	61085
0	14872	61096
0	14599	61108
0	14763	61120
0	14715	61132
0	14782	61143
0	14927	61155
0	14837	61167
0	14972	61179
0	15118	61190
0	14869	61202
0	14840	61214
0	14691	61226
0	14576	61241
0	14623	61252
0	14783	61262
0	14745	61273
0	14620	61285
0	14540	61296
0	14484	61308
0	14290	61320
0	13984	61332
0	13778	61343
0	13478	61355
0	13504	61367
0	13546	61379
0	13555	61390
0	13786	61402
0	13998	61414
0	13952	61426
0	14045	61438
0	14044	61449
0	14360	61461
0	14566	61473
0	14665	61485
0	14616	61496
0	14304	61508
0	14373	61522
0	14484	61532
0	14761	61543
0	14900	61555
0	15141	61567
0	15163	61579
0	15094	61590
0	14968	61602
0	15114	61614
0	15195	61626
0	15338	61641
0	15553	61651
0	15704	61661
0	15714	61673
0	15333	61684
0	15121	61696
0	15145	61708
0	15237	61720
0	15173	61732
0	15015	61743
0	14897	61755
0	14981	61767
0	15138	61779
0	15248	61790
0	15268	61802
0	15392	61814
0	15297	61826
0	15250	61837
0	15370	61849
0	15474	61861
0	15545	61873
0	15539	61884
0	15371	61896
0	15480	61908
0	15615	61920
0	15780	61932
0	15983	61943
0	16234	61955
0	16221	61967
0	15879	61979
0	15586	61990
0	15417	62002
0	15667	62014
0	15904	62026
0	15991	62041
0	16127	62052
0	16052	62062
0	15928	62073
0	15780	62084
0	15657	62096
0	15817	62108
0	15709	62120
0	15486	62132
0	15357	62143
0	15170	62155
0	15050	62167
0	15211	62179
0	15613	62190
0	15944	62202
0	15868	62214
0	15788	62228
0	15795	62238
0	15938	62256
0	16015	62266
0	16021	62276
0	15824	62286
0	15741	62296
0	16096	62308
0	16490	62320
0	16922	62331
0	17130	62343
0	17107	62355
0	17119	62367
0	17083	62378
0	16954	62390
0	17146	62402
0	17161	62414
0	17059	62426
0	16972	62437
0	16858	62451
0	16858	62461
0	16951	62473
0	16976	62484
0	16630	62496
0	16079	62508
0	15827	62520
0	15886	62531
0	15730	62543
0	15761	62555
0	15712	62567
0	15445	62578
0	15373	62590
0	15482	62602
0	15650	62614
0	15607	62626
0	15261	62637
0	14645	62649
0	14059	62661
0	13398	62673
0	13349	62684
0	13673	62696
0	13890	62708
0	13797	62720
0	14000	62731
0	14147	62743
0	14069	62755
0	14035	62767
0	13866	62779
0	13716	62790
0	13514	62802
0	13739	62814
0	13750	62826
0	13662	62837
0	13865	62851
0	14029	62862
0	14430	62873
0	14635	62884
0	14645	62896
0	14335	62908
0	14138	62920
0	14153	62931
0	14219	62943
0	14623	62955
0	14777	62969
0	14433	62979
0	14401	62990
0	14429	63002
0	14678	63014
0	14814	63025
0	14748	63037
0	14806	63049
0	14852	63061
0	14690	63073
0	14658	63084
0	14813	63096
0	14682	63108
0	14742	63120
0	14789	63131
0	14710	63143
0	14918	63155
0	15284	63167
0	15413	63178
0	15347	63190
0	15278	63202
0	15143	63214
0	14726	63225
0	14630	63237
0	14657	63251
0	14749	63261
0	14873	63273
0	14684	63284
0	14673	63296
0	14770	63308
0	14835	63320
0	15044	63331
0	15057	63343
0	15006	63355
0	15282	63367
0	15778	63378
0	15957	63390
0	15962	63402
0	15694	63414
0	15451	63426
0	15276	63437
0	15448	63449
0	15766	63461
0	16114	63473
0	16191	63484
0	16180	63496
0	16548	63508
0	16551	63520
0	16591	63531
0	16420	63543
0	16293	63555
0	16491	63567
0	16580	63578
0	16829	63590
0	17006	63602
0	17115	63614
0	17147	63626
0	17010	63637
0	16718	63651
0	16714	63661
0	16567	63673
0	16479	63687
0	16270	63697
0	16141	63708
0	15996	63720
0	15934	63731
0	16043	63743
0	16018	63755
0	16222	63767
0	16303	63778
0	16127	63790
0	15789	63802
0	15944	63814
0	16116	63825
0	16321	63837
0	16397	63849
0	16302	63861
0	16208	63873
0	16255	63884
0	16394	63896
0	16435	63908
0	16443	63920
0	16361	63931
0	16336	63943
0	16573	63955
0	16615	63967
0	16992	63978
0	17093	63990
0	17075	64002
0	16834	64014
0	16787	64025
0	16790	64037
0	17150	64053
0	17629	64063
0	17871	64073
0	17951	64084
0	17997	64096
0	17994	64108
0	18121	64120
0	18213	64131
0	18253	64143
0	18092	64155
0	17935	64167
0	17946	64178
0	18057	64190
0	18142	64202
0	18098	64214
0	17826	64226
0	17468	64237
0	17142	64249
0	17251	64261
0	17562	64273
0	17345	64284
0	17081	64296
0	16801	64308
0	16483	64320
0	16257	64331
0	15937	64343
0	15674	64355
0	15526	64367
0	15375	64378
0	15075	64390
0	15004	64402
0	15129	64416
0	15030	64426
0	14807	64437
0	14844	64452
0	14731	64462
0	14535	64472
0	14398	64484
0	14636	64496
0	14700	64508
0	14801	64520
0	15070	64531
0	15031	64543
0	14900	64555
0	15221	64567
0	15755	64578
0	16073	64590
0	16140	64602
0	16278	64614
0	16496	64625
0	16829	64637
0	17189	64649
0	17568	64661
0	17495	64673
0	17487	64684
0	17594	64696
0	18026	64708
0	18334	64720
0	18502	64731
0	18286	64743
0	18147	64755
0	18250	64767
0	18454	64778
0	18605	64790
0	18695	64802
0	18758	64814
0	18642	64825
0	18686	64837
0	18752	64853
0	18975	64863
0	19071	64873
0	18936	64884
0	19031	64896
0	18924	64908
0	18972	64920
0	19224	64931
0	19115	64943
0	19007	64955
0	19063	64967
0	18866	64978
0	18621	64990
0	18626	65002
0	18878	65014
0	18927	65025
0	18929	65037
0	18607	65049
0	18539	65061
0	18881	65073
0	19125	65084
0	19230	65096
0	19295	65108
0	19071	65122
0	18865	65132
0	19039	65150
0	19451	65160
0	19838	65170
0	19846	65180
0	19737	65190
0	19505	65202
0	19476	65214
0	19994	65225
0	20401	65237
0	20351	65249
0	20393	65262
0	20281	65272
0	20007	65284
0	20394	65296
0	20800	65308
0	20997	65320
0	21059	65331
0	20963	65343
0	20650	65355
0	20899	65367
0	21553	65378
0	21936	65390
0	22443	65402
0	22984	65414
0	23103	65425
0	23267	65437
0	23375	65449
0	23622	65461
0	23983	65472
0	24339	65484
0	24937	65496
0	25710	65508
0	26158	65520
0	26515	65531
0	27491	65543
0	28765	65555
0	30265	65567
0	31797	65578
0	33758	65590
0	35868	65602
0	37269	65614
0	37921	65625
0	38427	65637
0	39649	65649
0	41756	65663
0	44389	65673
0	46833	65684
0	48947	65696
0	50921	65708
0	52628	65720
0	53857	65731
0	54553	65743
0	55168	65755
0	56257	65767
0	57747	65778
0	59144	65790
0	60342	65802
0	61814	65814
0	63183	65825
0	64559	65837
0	66173	65849
0	67627	65863
0	69267	65873
0	70613	65884
0	71515	65896
0	72494	65908
0	73715	65919
0	75128	65931
0	76167	65943
0	76925	65955
0	77590	65967
0	78243	65978
0	79023	65990
0	79894	66002
0	80776	66014
0	81382	66025
0	81758	66037
0	82035	66049
0	82135	66063
0	82183	66073
0	82334	66084
0	82470	66096
0	82360	66108
0	82562	66120
0	83154	66131
0	84010	66143
0	84333	66155
0	84188	66167
0	84118	66178
0	84329	66190
0	84141	66202
0	83847	66214
0	83424	66225
0	83580	66237
0	84094	66249
0	84472	66261
0	84516	66272
0	84786	66284
0	85214	66296
0	85630	66308
0	85608	66320
0	85877	66331
0	86187	66343
0	86346	66355
0	86625	66367
0	86924	66378
0	86945	66390
0	86588	66402
0	86327	66414
0	86111	66425
0	86259	66437
0	86577	66449
0	86986	66463
0	86936	66473
0	87011	66484
0	86893	66496
0	86834	66508
0	86973	66520
0	86890	66531
0	86568	66543
0	86126	66555
0	85565	66569
0	85460	66579
0	85545	66590
0	85666	66602
0	85710	66614
0	85643	66625
0	85262	66637
0	85278	66649
0	85399	66661
0	85432	66672
0	85160	66684
0	84506	66696
0	84014	66708
0	84144	66719
0	84110	66731
0	83816	66743
0	83531	66755
0	83503	66767
0	83154	66778
0	82428	66790
0	82435	66802
0	82961	66814
0	83237	66825
0	83299	66837
0	83436	66849
0	83465	66864
0	83602	66875
0	83664	66885
0	83727	66896
0	84041	66908
0	84356	66920
0	84312	66931
0	84494	66943
0	84824	66955
0	85191	66967
0	85630	66978
0	86049	66990
0	85951	67002
0	85748	67014
0	85815	67025
0	86147	67037
0	86388	67049
0	86498	67061
0	86716	67072
0	86716	67084
0	86454	67096
0	86276	67108
0	86153	67120
0	86463	67131
0	86592	67143
0	86454	67155
0	86735	67167
0	86724	67178
0	86440	67190
0	86312	67202
0	86152	67214
0	86560	67225
0	86467	67237
0	86381	67249
0	86416	67265
0	86216	67275
0	86397	67289
0	86686	67299
0	86907	67309
0	87135	67319
0	86918	67331
0	86542	67343
0	86320	67355
0	86494	67367
0	86385	67378
0	85814	67390
0	85422	67402
0	85171	67414
0	85116	67425
0	85142	67437
0	85347	67449
0	85249	67461
0	84790	67472
0	84847	67484
0	84861	67496
0	85216	67508
0	85365	67519
0	84893	67531
0	84368	67543
0	84096	67555
0	84232	67567
0	84485	67578
0	84804	67590
0	84880	67602
0	84476	67614
0	83928	67625
0	84075	67637
0	84328	67649
0	84281	67664
0	84464	67675
0	84477	67685
0	84030	67696
0	83736	67708
0	83577	67719
0	83464	67731
0	83094	67743
0	82890	67755
0	82922	67767
0	82676	67778
0	82249	67790
0	82109	67802
0	81681	67814
0	81584	67825
0	81258	67837
0	81148	67849
0	81161	67861
0	80460	67872
0	80696	67884
0	80928	67896
0	80503	67908
0	80311	67920
0	80403	67931
0	80514	67943
0	80657	67955
0	80319	67967
0	80120	67978
0	80199	67990
0	80292	68002
0	80736	68016
0	81017	68026
0	81285	68044
0	81348	68054
0	81347	68067
0	81273	68077
0	81427	68087
0	81514	68097
0	81396	68108
0	81495	68119
0	81073	68131
0	79834	68143
0	78227	68155
0	76636	68167
0	74202	68178
0	71080	68190
0	68139	68202
0	64817	68214
0	61347	68225
0	58093	68237
0	54837	68249
0	51667	68261
0	49101	68272
0	47488	68284
0	47136	68296
0	46598	68308
0	44904	68319
0	42494	68331
0	40927	68343
0	40332	68355
0	40077	68367
0	39704	68378
0	38955	68390
0	38057	68402
0	37677	68414
0	37490	68425
0	36802	68437
0	35889	68449
0	34999	68461
0	33799	68475
0	32861	68485
0	32793	68496
0	33492	68508
0	33487	68520
0	32720	68531
0	31724	68543
0	31031	68555
0	30473	68567
0	29848	68578
0	29289	68590
0	28629	68602
0	27928	68614
0	27286	68625
0	26589	68637
0	25632	68649
0	24795	68661
0	24514	68672
0	24371	68684
0	24128	68696
0	23402	68708
0	23026	68720
0	22704	68731
0	22246	68743
0	21706	68758
0	21122	68768
0	20479	68778
0	19844	68790
0	19488	68802
0	19115	68814
0	18634	68825
0	18029	68837
0	17577	68849
0	17487	68861
0	17031	68874
0	16929	68884
0	16716	68896
0	16398	68908
0	16108	68919
0	15698	68931
0	15476	68943
0	15451	68955
0	15489	68967
0	15126	68978
0	14876	68990
0	14807	69002
0	14726	69014
0	14747	69025
0	14535	69037
0	14368	69049
0	14045	69061
0	13862	69072
0	13777	69084
0	13580	69096
0	13553	69108
0	13663	69119
0	13375	69131
0	13159	69143
0	13041	69155
0	12993	69167
0	12905	69178
0	12676	69190
0	12265	69202
0	12052	69214
0	11833	69225
0	11739	69237
0	11848	69249
0	11886	69261
0	11660	69275
0	11606	69285
0	11545	69296
0	10998	69308
0	10756	69320
0	10926	69331
0	11059	69343
0	11019	69355
0	10861	69367
0	10662	69378
0	10591	69390
0	10482	69402
0	10541	69414
0	10431	69425
0	10076	69437
0	9875	69449
0	9793	69463
0	9679	69473
0	9547	69484
0	9465	69496
0	9477	69508
0	9401	69519
0	9346	69531
0	9270	69543
0	9109	69555
0	9055	69566
0	9141	69578
0	9106	69590
0	8898	69602
0	8885	69613
0	8887	69625
0	8876	69637
0	8889	69649
0	8920	69660
0	8896	69672
0	8746	69688
0	8547	69698
0	8600	69708
0	8682	69719
0	8653	69731
0	8636	69743
0	8722	69755
0	8921	69766
0	9141	69778
0	9112	69790
0	9076	69802
0	8945	69813
0	8949	69825
0	8892	69837
0	8693	69849
0	8595	69861
0	8579	69872
0	8415	69884
0	8378	69896
0	8424	69908
0	8442	69919
0	8434	69931
0	8637	69943
0	8640	69955
0	8571	69966
0	8598	69978
0	8607	69990
0	8428	70002
0	8376	70014
0	8308	70025
0	8346	70037
0	8228	70049
0	8267	70061
0	8397	70072
0	8411	70084
0	8382	70096
0	8440	70108
0	8408	70122
0	8248	70132
0	8249	70143
0	8101	70155
0	8204	70166
0	8382	70180
0	8196	70190
0	8090	70202
0	8048	70213
0	8186	70225
0	8042	70237
0	7862	70249
0	7829	70260
0	7861	70272
0	7902	70284
0	7824	70296
0	7859	70308
0	7765	70319
0	7726	70331
0	7758	70343
0	7871	70355
0	7814	70366
0	7720	70378
0	7620	70390
0	7627	70402
0	7638	70413
0	7711	70425
0	7690	70437
0	7547	70449
0	7490	70461
0	7520	70472
0	7703	70484
0	7529	70496
0	7748	70508
0	7876	70519
0	7737	70531
0	7564	70543
0	7697	70557
0	7557	70567
0	7496	70578
0	7523	70590
0	7358	70602
0	7293	70614
0	7471	70625
0	7643	70637
0	7709	70649
0	7694	70661
0	7552	70672
0	7451	70684
0	7346	70696
0	7310	70708
0	7398	70719
0	7550	70731
0	7445	70743
0	7541	70755
0	7416	70767
0	7599	70778
0	7706	70790
0	7622	70802
0	7562	70814
0	7679	70825
0	7598	70837
0	7442	70849
0	7448	70861
0	7453	70872
0	7493	70884
0	7428	70896
0	7449	70910
0	7144	70920
0	7173	70937
0	7387	70947
0	7562	70957
0	7433	70966
0	7367	70982
0	7258	70991
0	7341	71002
0	7448	71014
0	7423	71025
0	7406	71037
0	7290	71049
0	7420	71061
0	7398	71072
0	7467	71084
0	7574	71096
0	7510	71108
0	7298	71119
0	7341	71131
0	7315	71143
0	7268	71155
0	7620	71166
0	7713	71178
0	7541	71190
0	7307	71202
0	7422	71214
0	7384	71225
0	7294	71237
0	7418	71249
0	7585	71261
0	7419	71272
0	7598	71284
0	7500	71296
0	7532	71308
0	7592	71319
0	7445	71331
0	7337	71343
0	7502	71355
0	7676	71367
0	7587	71378
0	7637	71390
0	7600	71402
0	7448	71416
0	7416	71426
0	7431	71437
0	7477	71449
0	7476	71461
0	7425	71472
0	7599	71484
0	7621	71496
0	7517	71508
0	7679	71520
0	7738	71531
0	7670	71543
0	7523	71555
0	7417	71567
0	7533	71578
0	7617	71590
0	7599	71602
0	7666	71614
0	7738	71625
0	7551	71639
0	7551	71649
0	7499	71661
0	7483	71672
0	7516	71684
0	7594	71696
0	7515	71708
0	7396	71719
0	7317	71731
0	7280	71743
0	7339	71755
0	7341	71767
0	7419	71778
0	7326	71790
0	7332	71802
0	7403	71814
0	7577	71825
0	7503	71841
0	7370	71851
0	7466	71861
0	7478	71872
0	7460	71884
0	7423	71896
0	7433	71908
0	7424	71920
0	7396	71931
0	7491	71943
0	7351	71955
0	7375	71967
0	7339	71978
0	7439	71990
0	7443	72002
0	7372	72014
0	7296	72025
0	7316	72037
0	7396	72049
0	7402	72061
0	7319	72073
0	7333	72084
0	7440	72096
0	7470	72108
0	7233	72120
0	7203	72131
0	7357	72143
0	7258	72155
0	7274	72167
0	7314	72178
0	7195	72190
0	7222	72202
0	7367	72214
0	7272	72225
0	7260	72237
0	7415	72249
0	7401	72261
0	7264	72275
0	7339	72285
0	7463	72296
0	7541	72308
0	7365	72320
0	7409	72331
0	7601	72343
0	7526	72357
0	7295	72367
0	7226	72378
0	7253	72390
0	7503	72402
0	7521	72414
0	7339	72425
0	7484	72437
0	7580	72449
0	7536	72461
0	7433	72473
0	7290	72484
0	7367	72496
0	7342	72508
0	7328	72520
0	7596	72531
0	7537	72543
0	7384	72555
0	7217	72567
0	7126	72578
0	7160	72590
0	7094	72602
0	7144	72614
0	7232	72626
0	7307	72637
0	7303	72649
0	7288	72661
0	7329	72673
0	7297	72684
0	7361	72700
0	7365	72710
0	7316	72720
0	7209	72731
0	7160	72743
0	7195	72755
0	7251	72767
0	7338	72779
0	7250	72790
0	7103	72802
0	7024	72814
0	7142	72826
0	7243	72837
0	7139	72849
0	7158	72861
0	7168	72873
0	7140	72884
0	7260	72896
0	7278	72908
0	7258	72920
0	7284	72931
0	7214	72943
0	7239	72955
0	7294	72967
0	7146	72979
0	7266	72990
0	7220	73002
0	7104	73014
0	7134	73026
0	7182	73037
0	7321	73049
0	7405	73061
0	7245	73073
0	7269	73087
0	7424	73096
0	7435	73108
0	7447	73120
0	7519	73133
0	7370	73143
0	7303	73155
0	7376	73167
0	7366	73179
0	7319	73190
0	7302	73202
0	7183	73214
0	7236	73226
0	7383	73237
0	7274	73249
0	7165	73261
0	7075	73273
0	7130	73284
0	7239	73296
0	7285	73308
0	7168	73320
0	7186	73331
0	7417	73343
0	7344	73355
0	7223	73367
0	7237	73379
0	7215	73390
0	7238	73402
0	7410	73414
0	7260	73426
0	7212	73437
0	7226	73449
0	7272	73461
0	7176	73473
0	7173	73484
0	7311	73496
0	7273	73508
0	7365	73520
0	7302	73532
0	7322	73543
0	7332	73555
0	7416	73569
0	7475	73579
0	7389	73590
0	7452	73602
0	7235	73614
0	7260	73626
0	7252	73637
0	7402	73649
0	7324	73661
0	7275	73673
0	7510	73685
0	7350	73696
0	7205	73708
0	7231	73720
0	7210	73732
0	7246	73743
0	7201	73755
0	7173	73767
0	7320	73779
0	7192	73798
0	7201	73808
0	7298	73826
0	7368	73837
0	7396	73849
0	7436	73861
0	7396	73873
0	7368	73884
0	7297	73896
0	7241	73908
0	7358	73920
0	7560	73932
0	7658	73943
0	7633	73955
0	7688	73967
0	7641	73979
0	7247	73990
0	7259	74006
0	7407	74016
0	7510	74026
0	7490	74037
0	7370	74049
0	7488	74061
0	7695	74073
0	7602	74085
0	7506	74096
0	7746	74108
0	7865	74120
0	7917	74132
0	8092	74143
0	8111	74155
0	7977	74167
0	7962	74179
0	7956	74190
0	8152	74202
0	8318	74214
0	8287	74226
0	8386	74238
0	8429	74249
0	8274	74261
0	8212	74273
0	8240	74285
0	8347	74296
0	8473	74308
0	8716	74320
0	8991	74332
0	8953	74343
0	8927	74355
0	9002	74367
0	8958	74379
0	9166	74391
0	9200	74402
0	9318	74414
0	9374	74426
0	9418	74440
0	9854	74450
0	10273	74461
0	10427	74473
0	10516	74485
0	10711	74497
0	10838	74508
0	10791	74520
0	11022	74532
0	11347	74546
0	11446	74556
0	11683	74567
0	11978	74579
0	12140	74591
0	12519	74602
0	12788	74614
0	12854	74626
0	13141	74638
0	13882	74649
0	14456	74661
0	14897	74673
0	15258	74685
0	15778	74697
0	16180	74708
0	16489	74720
0	16868	74732
0	17528	74744
0	18369	74755
0	19394	74767
0	20633	74779
0	21755	74791
0	23032	74802
0	24401	74814
0	25489	74826
0	26657	74840
0	28145	74850
0	29867	74861
0	31701	74873
0	33488	74885
0	35414	74897
0	37703	74908
0	40526	74920
0	43510	74932
0	46319	74944
0	48624	74955
0	50711	74967
0	52720	74979
0	54452	74991
0	56135	75003
0	57810	75014
0	59210	75026
0	60387	75038
0	61391	75050
0	62620	75061
0	64283	75073
0	66001	75085
0	67649	75097
0	69769	75108
0	71490	75120
0	72829	75132
0	74220	75144
0	75413	75156
0	76393	75167
0	77484	75179
0	78872	75191
0	80076	75203
0	81019	75214
0	81716	75226
0	82500	75242
0	83021	75256
0	83558	75266
0	84221	75276
0	84779	75286
0	85486	75297
0	86017	75308
0	86402	75320
0	86807	75332
0	87072	75344
0	87263	75355
0	87124	75367
0	86901	75379
0	86396	75391
0	85858	75403
0	84967	75414
0	84056	75426
0	83608	75438
0	83811	75450
0	84242	75461
0	85234	75473
0	85613	75485
0	85009	75497
0	85161	75508
0	86365	75520
0	87212	75532
0	87751	75544
0	88525	75556
0	88841	75567
0	88186	75579
0	87780	75591
0	87961	75603
0	87984	75614
0	88060	75626
0	87962	75642
0	87585	75652
0	86961	75662
0	86321	75673
0	86314	75685
0	86347	75697
0	86275	75709
0	86333	75720
0	85813	75732
0	85198	75744
0	84393	75756
0	84117	75767
0	84105	75779
0	84603	75791
0	84859	75803
0	84924	75814
0	85747	75826
0	85907	75838
0	85789	75850
0	86445	75862
0	86881	75873
0	86978	75885
0	87099	75897
0	87813	75909
0	88343	75920
0	88386	75932
0	88412	75944
0	88322	75956
0	88184	75967
0	88279	75982
0	88299	75992
0	88545	76003
0	88725	76014
0	88354	76026
0	87801	76041
0	87694	76051
0	87309	76061
0	86422	76073
0	86368	76085
0	85873	76097
0	85219	76109
0	84967	76120
0	84871	76132
0	84973	76144
0	84619	76156
0	84348	76167
0	83483	76179
0	82964	76191
0	83624	76203
0	83732	76214
0	83914	76226
0	83988	76238
0	83888	76250
0	84073	76262
0	84293	76273
0	84502	76285
0	84480	76297
0	84609	76309
0	84564	76320
0	84190	76332
0	84642	76344
0	84407	76356
0	84059	76367
0	83992	76379
0	83925	76391
0	84387	76403
0	84504	76415
0	84248	76426
0	84077	76442
0	84014	76452
0	83970	76462
0	83828	76473
0	83700	76485
0	83889	76497
0	83997	76509
0	84367	76520
0	85408	76532
0	86226	76544
0	86757	76556
0	87370	76568
0	87393	76579
0	86791	76591
0	87122	76603
0	87458	76615
0	87000	76626
0	86925	76638
0	86619	76650
0	86466	76662
0	86199	76673
0	86102	76685
0	85702	76699
0	85182	76709
0	85220	76727
0	85433	76737
0	85700	76747
0	85363	76757
0	84580	76767
0	83837	76779
0	83580	76791
0	83463	76803
0	82847	76815
0	82955	76826
0	82735	76838
0	81997	76852
0	80685	76862
0	79796	76873
0	79446	76885
0	79040	76897
0	78919	76909
0	78688	76920
0	78287	76932
0	78274	76944
0	78302	76956
0	78505	76968
0	79320	76979
0	79964	76991
0	80491	77003
0	80750	77015
0	80569	77026
0	79837	77038
0	79368	77050
0	78819	77062
0	78411	77073
0	77897	77085
0	77048	77097
0	75803	77109
0	73971	77121
0	71791	77132
0	68670	77144
0	65120	77156
0	62265	77168
0	59734	77179
0	58136	77191
0	56461	77203
0	53926	77215
0	51461	77226
0	48788	77238
0	46224	77252
0	44301	77263
0	42625	77274
0	40511	77285
0	38176	77297
0	36159	77309
0	34763	77321
0	34251	77332
0	33849	77344
0	32766	77356
0	31604	77368
0	30480	77379
0	29435	77391
0	29097	77403
0	29056	77415
0	28875	77429
0	28108	77439
0	27096	77450
0	26144	77462
0	25163	77473
0	24417	77485
0	24188	77497
0	24014	77509
0	23653	77521
0	23187	77532
0	22660	77544
0	21972	77556
0	21192	77568
0	20571	77579
0	20033	77591
0	19432	77603
0	18762	77615
0	18010	77626
0	17289	77638
0	16637	77652
0	16281	77662
0	16031	77674
0	15903	77685
0	15373	77697
0	14614	77709
0	14282	77721
0	13771	77732
0	13449	77744
0	13268	77756
0	12922	77768
0	12563	77779
0	12180	77791
0	11989	77803
0	11887	77815
0	11801	77827
0	11764	77838
0	11388	77850
0	10865	77862
0	10703	77874
0	10562	77885
0	10354	77897
0	10391	77909
0	10455	77921
0	10358	77932
0	10151	77944
0	9873	77956
0	9596	77968
0	9469	77979
0	9570	77991
0	9293	78003
0	9103	78015
0	9016	78027
0	9016	78038
0	8786	78050
0	8747	78064
0	8800	78074
0	8900	78085
0	8718	78097
0	8791	78109
0	8698	78121
0	8441	78132
0	8362	78146
0	8434	78156
0	8426	78168
0	8317	78179
0	8171	78191
0	8227	78203
0	8292	78215
0	8325	78226
0	8078	78238
0	8124	78250
0	8116	78262
0	7935	78274
0	7914	78285
0	7738	78297
0	7702	78309
0	7774	78321
0	7843	78332
0	7717	78344
0	7538	78356
0	7431	78368
0	7585	78379
0	7540	78391
0	7620	78403
0	7677	78415
0	7476	78427
0	7385	78438
0	7178	78450
0	7118	78462
0	7242	78474
0	7373	78489
0	7284	78499
0	7284	78509
0	7169	78521
0	7058	78532
0	6914	78544
0	6915	78556
0	7111	78568
0	6936	78580
0	6766	78591
0	6874	78603
0	6848	78615
0	6733	78627
0	6757	78638
0	6786	78650
0	6712	78662
0	6632	78674
0	6568	78685
0	6647	78697
0	6624	78709
0	6498	78721
0	6398	78733
0	6529	78744
0	6606	78756
0	6623	78768
0	6525	78780
0	6618	78791
0	6717	78803
0	6761	78815
0	6563	78827
0	6522	78838
0	6666	78850
0	6619	78862
0	6581	78876
0	6596	78886
0	6348	78897
0	6111	78909
0	6138	78922
0	6224	78932
0	6128	78944
0	6201	78956
0	6328	78968
0	6223	78980
0	6226	78991
0	6374	79003
0	6170	79015
0	6268	79027
0	6254	79038
0	6233	79050
0	6222	79062
0	6229	79074
0	6122	79085
0	6123	79097
0	6309	79109
0	6297	79121
0	6193	79133
0	6138	79144
0	6142	79156
0	6024	79168
0	5979	79180
0	6111	79191
0	6176	79203
0	6020	79215
0	6188	79227
0	6135	79238
0	6154	79250
0	6182	79262
0	6007	79274
0	5977	79286
0	6118	79297
0	6200	79309
0	6231	79321
0	6078	79333
0	6051	79348
0	6238	79358
0	6089	79368
0	6118	79380
0	6358	79392
0	6187	79403
0	6070	79415
0	6200	79427
0	6141	79439
0	6075	79450
0	6106	79462
0	5921	79474
0	5840	79486
0	5976	79497
0	5956	79509
0	5953	79521
0	6025	79533
0	6026	79545
0	6016	79556
0	6093	79568
0	6092	79582
0	6126	79592
0	6094	79610
0	5899	79619
0	6024	79629
0	6125	79639
0	6013	79650
0	5902	79662
0	6006	79674
0	6097	79686
0	6119	79697
0	6128	79709
0	6219	79721
0	6181	79733
0	6116	79744
0	6055	79756
0	5941	79768
0	5959	79781
0	5972	79792
0	6025	79803
0	5954	79815
0	5888	79827
0	5795	79839
0	5786	79850
0	5793	79862
0	5736	79874
0	5942	79886
0	6035	79897
0	6004	79909
0	6001	79921
0	6042	79933
0	5882	79945
0	5746	79956
0	5822	79968
0	5968	79980
0	5914	79992
0	5837	80003
0	5956	80015
0	5884	80027
0	5752	80039
0	5761	80050
0	5872	80062
0	5650	80074
0	5659	80086
0	5867	80098
0	5960	80109
0	5740	80121
0	5847	80133
0	5958	80145
0	5981	80156
0	5887	80168
0	5905	80180
0	5973	80192
0	5960	80207
0	5848	80218
0	5782	80228
0	5859	80239
0	5844	80251
0	5880	80262
0	5779	80274
0	5790	80286
0	5868	80298
0	5867	80309
0	5820	80323
0	5747	80333
0	5947	80345
0	5923	80356
0	5846	80368
0	5827	80380
